courseno,title_short_en
456598,SP IN PHARM CHEM
456599,SP IN PHARM CHEM
456701,RES IN PHARM CHEM
456710,DRUG ANALYSIS
456711,SEP TECH IN PHARM ANAL
456712,INSTR METH OF PHARM ANAL
456713,CHEM REAC IN PHARM ANAL
456721,STRUC AND REACT OF DRUG
456722,ADV MED CHEM I
456723,ADV MED CHEM II
456724,ORG CHEM OF DRUG SYN I
456725,ORG CHEM OF DRUG SYN II
456789,SELECT TOPIC IN PHAR CHEM
456791,SEM IN PHARM CHEM I
456792,SEM IN PHARM CHEM II
456794,SPEC PROB IN PHAR ANAL I
456795,SPEC PROB IN PHAR ANAL II
456796,SPEC PROB IN MED CHEM
456799,THESIS
457111,PHARMACY ORIENTATION
457221,PUBLIC HEALTH PHARMACY
457241,BASIC DRUG KNOWLEDGE
457422,PHAR EPIDE & ECON
457423,PHARMACOEPIDEMIOLOGY
457431,SOCIAL PHARMACY
457441,PHARM SERVICES
457451,PHARM JOB TRAINING
457452,PHARM JOB TRAINING
457459,PHARM JOB TRAINING
457468,RES METHOD IN SOC SC PHAR
457469,SP IN COM PHAR
457491,PROFESSION PHARM SEMINAR
457521,DISPENSING AND DIS
457524,PH CONSUMER PROTECT
457525,BASIC HEALTH ECONOMIC
457531,SOCIAL PHARMACY
457542,DRUG INFO & LITERAL EVALU
457543,PHARM CONSELLING SKILLS
457589,TRAIN IN COM PHAR
457591,PROFESSION PHARM SEMINAR
457592,SEM IN PHAR PRATICE
457598,SP IN COMMUNITY PHARM II
457599,SP IN COMMUNITY PHARM
457712,COMP HLTH INFOR MANAGE
457721,PUB HLTH PHARM RESO ADMIN
457741,PHARMACOEPIDEMIOLOGY
457791,SEM IN PHARM PUB HLTH
458211,PHAR TECH I
458212,PHAR TECH II
458301,PHARM TECH I
458302,PHARM TECH II
458303,PHARM TECH III
458313,PHAR TECH III
458314,PHAR TECH IV
458361,COMPUTER IN PHARMACY
458404,PHARM TECH IV
458405,PHARM TECH V
458415,PHAR TECH V
458416,PHAR TECH VI
458417,PHARM TECH VII
458418,PHAR PRODUCT DEVELOP
458468,RE METHOD IN PHARM SC
458469,SP IN PHTH I
458506,PHARM TECH VI
458507,PHRM TECH VII
458517,GOOD MANU PRACTICE
458521,PHARM COS RAW MAT BIOTECH
458531,MICROEN CAPSULATION
458532,EXCIPIENTS IN SOLID
458533,MANUFAC OF VETER PHARM
458534,AEROSOL PRODUCTION
458535,PROD OF PHARM IN H.
458536,RADIOPHARMACY
458537,COMPUTER IN PHARMACY
458538,DRUG FORM FR MED PLANTS
458539,DR FORM DR COM IN HOSP
458551,COSMETICS I
458552,COSMETICS II
458553,COSMETICS III
458554,DERMATOLOGICAL PRODUCTS
458562,APPLY OF COMP PHAR WORK
458589,TRAIN IN PHAR TECH
458598,SP IN PHAR TECH II
458599,SP IN PHARM TECH
458711,ADV PHARM TECH I
458712,ADV PHARM TECH II
458713,BPH & PH DOSG FORM DESIGN
458714,PHARM R & D
458731,SURFACTANT SYSTEMS
458732,PHARM SUSPN EMULSN
458733,POLYMERS IN PHARMACEUTICS
458734,PHARM QA AND DRUG STDM
458735,PHARM PRODN MANAGEMENT
458736,STERILE PRODUCTS
458737,TABLETS AND CAPSULES
458738,UNIT OPERATION IN PHAR
458769,SELECT TOPIC IN PHAR TECH
458791,SEM IN PHAM TECH I
458792,SEM IN PHARM TECH II
458795,SP IN PHAR TECH
458799,THESIS
460100,LEARNING THROUGH ACTIVITIES 1
460201,LEARNING THROUGH ACTIVITIES 2
460202,LEARNING THROUGH ACTIVITIES 3
460301,SELF-DEV PRO
461100,HERBS FOR HEALTH AND BEAUTY
461102,PHARMACOGNOSY 1
461121,HERBS FOR HEALTH
461170,COSMETICS IN EVERYDAY LIFE
461201,PHARMACOGNOSY
461251,PHARM TECHNOLOGY I
461252,PHARM TECHNOLOGY II
461255,PHARMACEUTICS 1
461256,PHARMACEUTICS 2
461313,FUNDAMENTALS PHARM BIOTECH
461331,DRUGS I
461332,DRUGS II
461333,MEDICINAL CHEMISTRY 1
461334,MEDICINAL  CHEMISTRY 2
461341,PHARM CONTROL 1
461342,PHARM CONTROL 2
461343,PHARMACEUTICAL ANALYSIS 1
461344,PHARMACEUTICAL ANALYSIS 2
461353,PHARM TECHNOLOGY III
461354,PHARM TECHNOLOGY IV
461357,PHARMACEUTICS 3
461358,PHARMACEUTICS 4
461402,PHYTOCHEMISTRY
461403,NATURAL PHARM PRODUCT&DEV
461404,PHARMACOGNOSY 2
461405,NATURAL PRODUCTS
461412,PHARM BIOTECHNOLOGY
461433,DRUGS III
461435,MEDICINAL CHEMISTRY 3
461441,INSTRUMENT IN PHARM SC
461459,PHARMACEUTICS 5
461471,RAW MATERIALS IN COSMETICS
461472,COSMETIC PRODUCT DEVELOPMENT 1
461473,COSMETIC PRODUCT DEVELOP 2
461481,RESEARCH METHOD PHAR SC
461482,RESEARCH METHOD IN COSMETIC SC
461491,SPECIAL PROB PHARM SC I
461493,SPECIAL PROB IN COSMETIC SC I
461511,TC OF MED PLANTS
461512,BASIC RESEARCH MED PLANTS
461514,APPLICATION BIOTECH IN PHARM
461521,MED PLANTS FOR PHC
461522,NAT PROD FOR HEALTH
461523,AROMATIC PLANTS & SPICES
461524,NATURAL COLORING AGENTS
461525,BASIC KNOWL THAI TRAD MED
461526,DEVELOP AROMATHERAPY PRODUCTS
461527,AROMATHERAPY
461528,TT & LANNA MED HEALTH & BEAUTY
461529,REG DRUG HEALTH CARE PROD
461531,CHIRAL & DRUG ACTIV
461532,DRUG SYNTHESIS
461534,DRUG DESIGN AND DEVELOPMENT
461535,EVIDENCE-BASED DIET SUPPLEMENT
461541,QA OF PHAR PRODUCT
461542,DRUG CONTROL
461543,PHARM CONTROL III
461544,ANALYTICAL TOXICOLOGY
461545,QC COSMETIC  PRODUCT
461546,PHARMACEUTICAL ANALYSIS 3
461551,INDUSTRIAL PHARMACY
461561,PM & CMT RAW MAT PROD BIOTECH
461566,PHARM PRODUCT DEVELOPMENT
461567,EXCIPIENTS SOLID DF
461569,PHARM COMPOUNDING IN HOSPITALS
461571,COSMETOLOGY I
461572,COSMETOLOGY II
461574,COSMETIC PRODUCT & PACKAGING
461575,DELIVERY SYSTEMS IN COSMEITCS
461579,TRAINING IN COSMETIC SCIENCES
461581,SEM IN PHARM SC
461582,SEMINAR IN COSMETIC SCIENCES
461584,COMPREHENSIVE PHARMACY
461592,SPECIAL PROB PHARM SC II
461594,SPECIAL PROB IN COSMETIC SC II
461595,CO-OP TRAINING IN COSMETIC SC
461596,TRAINING IN COSMETIC SCIENCES
461597,CO-OP TRAINING IN PHAR SC
461598,TRAINING IN PHAR SC
461599,TRAINING IN PHARM SC
461681,PHARM SCI CLERK COSMETICS
461682,PHARM SCI CLERK DRUG REGIST
461683,CLERKSHIP SERVICE IN DRUG STORE
461684,CONSUME PRO CLERK PHARM SCI
461685,GEN CLERK PHARM SCI
461686,PHARM SCI CLERK DRUG PROD 4
461687,PHARM SCI CLERK DRUG ANAL 4
461688,PHARM SCI CLERK PHARM R & D 4
461689,PHARM SCI CLERK DRUG REGIST 2
461690,CO-OP TRAIN INDUSTRIAL PHARM
461691,PHARM SCI CLERK DRUG PROD 1
461692,PHARM SCI CLERK DRUG PROD 2
461693,PHARM SCI CLERK DRUG PROD 3
461694,PHARM SCI CLERK DRUG ANAL 1
461695,PHARM SCI CLERK DRUG ANAL 2
461696,PHARM SCI CLERK DRUG ANAL 3
461697,PHARM SCI CLERK PHARM R&D1
461698,PHARM SCI CLERK PHARM R&D 2
461699,PHARM SCI CLERK PHARM R&D 3
461701,PHAMACEUTICAL SCIENCES
461702,INSTRU PHARM SCI
461703,RES METHODO STAT PHARM SCI
461710,ADV BIOPHARMACEUTICS
461711,ADV PHARMACO & PHARMACOK
461714,PHARMACEUTICAL ANALYSIS
461715,CHEM BIOL DRUG STABILITY
461716,ADV PHARM TECH I
461717,ADV PHARM TECH II
461718,ADV PHARM TECH III
461719,DRUG DIS DESIGN AND DEP
461720,DRUG DELIVERY TECHNOLOGY
461721,ADVANCED DRUG DELIVERY SYSTEMS
461728,SELECT TOP IN BIOPHARM
461729,SPEC PROB IN BIOPHARM
461731,NATURAL TOXIC SUBTANCES
461732,NAT COLOR & FLAVOR AGENTS
461733,PHYTOPHARMACEUTICALS
461735,APP PLANT TCT IN PHARMACOG
461737,HERB IN TRADITION THAI&LANNA MED
461740,ACTIVE COMPOUNDS FROM HERBS
461741,EXT PROC PHY SCR
461742,QUAL CON HERBS PROD
461743,ADVANCED PHYTOCHEMISTRY
461744,TECH MED PLANT IDEN
461760,PHARM APP SURF
461762,APPL POLYMER SCI DRUG DEL SYS
461771,MOL BIO MED PLANT
461772,APPLI BIOTECH IN PHARM SCI
461773,BIOANALYSIS IN PHARM SCI
461774,COM TRANS HEALTH PRO
461775,REGIS DRUG HEALTH CARE HERB PRO
461776,HERBAL PRODUCT DEVELOPMENT
461779,SELEC TOP IN PHARM SCI
461791,SEMINAR PHARM SCIENCES 1
461792,SEMINAR PHARM SCIENCES 2
461796,SPE PROB IN PHARM SCI
461797,MASTER'S THESIS
461798,INDEPENT STUDY
461799,MASTER'S THESIS
462130,MEDICATIONS IN EVERYDAY LIFE
462131,HEALTH MEDIA LITERACY
462132,VACCINES FOR EVERYDAY LIFE
462151,PHARMACY ORIENTATION
462201,PHARMACOGNOSY
462301,PHARMACOTHERAPY I
462302,PHARMACOTHERAPY II
462304,FUNDAMENTAL TOXICOLOGY
462307,PRINCIPLES PHARMACOTHERAPY 1
462308,PRINCIPLES PHARMACOTHERAPY 2
462311,DRUG INFORMATION
462321,BIOPHARM AND PHARMACOK
462399,BASIC PHARM JOB TRAIN
462403,PHARMACOTHERAPY III
462404,PHARMACOTHERAPY IV
462405,CURRENT AND NEW DRUGS
462406,PHARM INTEGRATION
462409,PRINCIPLES PHARMACOTHERAPY 3
462410,PRINCIPLES PHARMACOTHERAPY 4
462411,BASIC PHARM CARE
462412,DISPENSING & PHARM COUNSELING
462413,COUNSEL SKILL CHRONIC DISEASE
462414,ADR MONITORING
462423,APPLIED PHARMACOKINETICS
462431,PUBLIC HEALTH  PHARMACY
462441,BASIC PHARM  & PHARMACOEC
462442,PHARMACY ADMINISTRATION
462443,PHARMACOEPIDEMIOLOGY
462444,PHARMACOECONOMICS
462445,PHARM EPI & PHARM ECON
462446,PHARM EPI IN PHARM CARE
462447,PHARM ECON IN PHARM CARE
462452,FORENSIC AND ETHICS IN PHARM
462453,COSMETIC CONSUMER PROTECTION
462481,RESEARCH METH IN PHARM CA
462482,PRO PHARMACY SEMINAR
462491,SPECIAL PROB PHARM CARE I
462498,GEN PHARM JOB TRAINING
462499,PHARMACEUTICAL JOB TRAINING
462501,PHARM CARE INTEGRATION
462502,DRUG THERAPY IN HRP
462503,TPN AND IV ADMIXTURE
462504,OPHTHALMIC PRODUCTS
462505,DRUG SPECIALTIES ADMIN
462511,PHARM COUNSELLING SKILLS
462512,DRUG INFORMATION SERVICE
462513,PHARM CARE IN COM PHAR
462514,DRUG USE EVALUATION
462515,ADERS DRUG REACT MONITOR
462516,DUE & MED RISK MANAGE
462521,PHCO SCREEN METHODS
462522,BIOLOGICAL CONTROL
462523,APP PHARMACOK AND TDM
462531,PUBLIC HEAL CONSUMER PROT
462532,COM HEALTH PRO AND PS
462533,HEALTH BEHAV & PHARM CARE
462541,DRUGSTORE MANAGEMENT
462542,HOSPITAL PHAR ADMIN
462543,DRUG MARKETING
462544,PHAR MARKETING RESEARCH
462545,PHARM ORGANIZATION BEHAVIOR
462546,BUSINESS MANAGE AESTHETIC SC & HEALTH
462547,MMS & QUAL SYST IN HOSP
462548,PHARM LIT EVALUATION
462551,DRUG ABUSE
462561,SEMINAR IN PHAR CARE I
462562,SEMINAR IN PHAR CARE II
462564,PHAR CARE IN SPEC POP
462565,PHAMACOTHERAPY V
462566,PHAMACOTHERAPY VI
462569,PHARMACEUTICAL PROJECT
462570,INTRO TO PHAR CARE CLERK
462571,INTEGRATE PHARMACOTHERAPY I
462572,INTEGRATE PHARMACOTHERAPY II
462573,INTEGRATE PHARMACOTHERAPY III
462574,INTEGRATE PHARMACOTHERAPY IV
462575,PHARMACEUTICAL PRACTICE I
462576,PHARMACEUTICAL PRACTICE II
462577,PHARMACEUTICAL PRACTICE 3
462578,HEALTH SCIENCE COMMUNICATION
462579,TRAINING IN CLINICAL PRACTICE
462581,SEM IN PHAR PRATICE
462582,COMPUTER IN PHARMACY
462584,PHAR INTER COMMUNICATION
462585,SEMINAR IN PHAR CARE
462586,QUALITATIVE RES PHARM CARE
462587,COM APPLICATIONS IN PHAR
462588,HEALTH MEDIA IN PHAR
462592,SPEC PROB PHARM CARE II
462596,PHARMACEUTICAL CARE SKILLS
462597,CO-OP TRAINING IN PHAR CARE
462598,TRAINING IN PHAR CARE
462599,TRAINING IN PHARM CARE
462651,CLERK CONSUMER HEALTH PROTECT
462652,PC CLERKSHIP IN MED SYST MGMT
462661,PHAR CARE CLERK CRA 1
462662,PHAR CARE CLERK CRA 2
462663,PHARM CARE CLERK CRA 3
462664,PHARM CARE CLERK CRA 4
462670,PHAR CARE CLERK IN AMBU
462671,PHAR CARE CLERK MED I
462672,PHAR CARE CLERK MED II
462673,PHAR CARE CLERK MED III
462674,PHAR CARE CLERK IN MED IV
462676,PHAR CARE CLERK IN PED
462677,PHAR CARE CLK IN SURG PAT
462678,PHAR CARE CLERK NTT
462679,PHAR CARE CLK IN CRITI PT
462680,PHAR CARE CLERK IN AMBU 2
462681,PHARM CARE CLERK AMBU 1
462682,PHARM CARE CLERK MED 3
462684,PHARM CARE CLERK AMBU 3
462685,PHARM CARE CLERK MED 4
462686,PC CLERK PTS WITH NUTRITION
462687,PC CLERK FOR TDM
462688,PC CLERK PTS WITH CHEMOTHERAPY
462690,PHARM CARE CLERK DIS 2
462691,PHAR CARE CLERK IN COM I
462692,PHAR CARE CLERK IN COM II
462693,PHAR CARE CLERK IN COMMUN
462694,PHAR CARE CLERK IN DIS
462695,PHAR CARE CLERK IN TDM
462696,PHAR CARE CLK IN ASEPTIC
462697,PHARM CARE CLERK COMMUN PHAR 3
462698,PHARM CARE CLERK COMMUN PHAR 4
462699,PHARM CARE CLERK COMMUNITY 2
462705,ENHANCE EXP PHARM MANAGE
462707,RES METHOD PHARM MANAGE
462708,PHARM SYS DESIGN
462709,STRAT MANAGE INNO & ORG EXCELL
462710,RATIONAL DRUG USE MANAGEMENT
462711,LAW & ETHICS PHARM MANAGE
462713,SOCIO ANTHRO FOR PHARM
462715,PHARM ORGAN BEHAV MANAGE
462717,PHAR INFO TECH & DATA MANAGE
462718,ADVANCED PHARMACOEPIDERMIOLOGY
462719,ADV MED & HEALTH CON PROT
462720,PRI CARE IN PHRM PRACT
462721,HEALTH TECHNOLOGY ASSESSMENT
462723,STAT FOR PHARM MANAGE RES
462725,RM IN MED SYS IT
462726,QUALI RES FOR PHAR
462727,PRES & PUB OF RES IN PHAR AD
462728,ECONOMIC EVALUATION 1
462729,ECONOMIC EVALUATION 2
462730,PHAR INFO TECH & DATA MANAGE
462731,ADV PHAR INFO TECH & DATA MGMT
462732,ADV STAT PHARM MANGE RES
462733,LAW CONSUMER PROTECT PUB HLTH
462734,ADV RES PUB PHARM
462779,SELECT TOPIC IN PHAR MANAGE
462789,SELE TOPIC IN PHARM MANAGE
462792,SEMINAR PHARM MANAGE 2
462794,SEMINAR PHARM MANAGE 4
462795,SEMINAR IN PHARM MANAGE 1
462796,SEMINAR IN PHARM MANAGE 2
462797,SEMINAR IN PHARM MANAGE 3
462798,INDEPENDENT STUDY
462799,MASTER'S THESIS
463201,PHARMACEUTICAL BOTANY
463251,PHARMACEUTICAL DOSAGE FORM 1
463252,PHARMACEUTICAL DOSAGE FORM 2
463311,PHARMACEUTICAL BIOTECHNOLOGY 1
463331,ORGANIC MEDICINAL CHEMISTRY 1
463332,ORGANIC MEDICINAL CHEMISTRY 2
463341,PHARM QA 1
463342,PHARMACEUTICAL QUALITY  ASSURANCE 2
463353,PHARMACEUTICAL DOSAGE FORM 3
463354,PHARMACEUTICAL DOSAGE FORM 4
463402,DRUGS FROM NATURAL ORIGIN
463433,ORGANIC MEDICINAL CHEMISTRY  3
463455,PHARMACEUTICAL DOSAGE FORM 5
463491,RESEARCH METHOD STAT PHARM SCI
463503,PRINCIPLES IN PHYTOCHEMISTRY
463504,NATURAL PHARMACEUTICAL PRODUCTS
463505,THAI MEDICINAL PLANTS
463506,NATURAL HEALTH PRODUCTS
463507,R&D HEALTH PRODUCTS
463508,HERB INNO FOR COMMER
463512,PHARMACEUTICAL BIOTECHNOLOGY 2
463513,BIOLOGICAL PRODUCTS
463521,INTRODUCTION TO ALTERNATIVE MEDICINES
463522,EVIDENCE-BASED DIETARY SUPPLEMENTS
463534,DRUG DESIGN AND DEVELOPMENT
463543,PHARMACEUTICAL QUALITY ASSURANCE 3
463544,PHARM QA 4
463545,INSTRUMENTS FOR EXTRACTION AND PHARMACEUTICAL ANALYSIS
463556,PHARM INDUSTRY MANAGEMENT
463557,INSTRUMENTS FOR PHARMACEUTICAL PRODUCTION
463558,PHARMACEUTICAL COMPOUNDING IN HOSPITALS
463559,FORMULATION DEVELOPMENT OF PHARMACEUTICALS
463571,QC FOOD & COSMETICS
463581,SEMINAR IN PHARMACEUTICAL SCIENCES 1
463582,SEMINAR IN PHARMACEUTICAL SCIENCES 2
463592,R&D NEW DRUGS
463593,SENIOR PROJECT PHARM SCI 1
463594,SENIOR PROJECT PHARM SCI 2
463671,CLERKSHIP CONSUME PROTECT
463681,CLERKSHIP PRODUCTION 1
463682,CLERKSHIP QA 1
463683,CLERKSHIP R&D 1
463684,CLERKSHIP PRODUCTION 2
463685,CLERKSHIP PRODUCTION 3
463686,CLERKSHIP QA 2
463687,CLERKSHIP QA 3
463688,CLERKSHIP R&D 2
463689,CLERKSHIP R&D 3
463691,CLERKSHIP CRA AND DRUG REGIST 1
463692,CLERKSHIP CRA AND DRUG REGIST 2
463693,CLERKSHIP PRODUCTION 4
463694,CLERKSHIP QA 4
463695,CLERKSHIP R&D 4
463696,CLERKSHIP SERVICE IN DRUGSTORE
463697,CLERKSHIP COSMETICS 1
463698,CLERKSHIP COSMETICS 2
463699,COOP EDU INDUSTRIAL PHARM
463701,COS PROD DEVELOP
463702,QUAL CONT & EVA COS PROD
463703,RES METH FOR COS SCI
463704,DVANCED SKIN CARE SCIENCE
463705,COS PROD COMP
463706,LAWS REG & QA IN COS
463721,NATURAL COSMETICS
463722,PACKAG & LABEL COS PROD
463724,DELIVERY SYSTEM IN COSMETICS
463725,BIOTECH IN COS
463731,COS BUS ADMIN
463732,ALT MED USED FOR BEAU
463733,AROMATHERAPY AND SPA PRODUCT
463734,NAT COLOR USED IN COS
463735,DEV OF COS PROD FOR HAIR CARE
463736,DECOR COS & FACE MAKE TECH
463737,MICRO IN SKIN HEALTH BEAUTY
463738,NUTRICOS & NUTRA
463769,SELEC TOP IN COS SCI
463791,SEMINAR IN COSMETIC SCIENCE 1
463792,SEMINAR IN COSMETIC SCIENCE 2
463795,SP IN COS SCI
463797,MASTER'S THESIS
463799,MASTER'S THESIS
464301,FUND OF PHARMACOKINETICS
464302,TOXICOLOGY
464311,DISEASES AND PHARMACOTHERAPY 1
464312,DISEASES AND PHARMACOTHERAPY 2
464341,HEALTH AND PHARM INFORMATION
464391,PHARM JOB TRAIN COMMUNITY
464401,PRINCIPLES OF PHARM CARE
464402,INTEGRATION IN PHARMACY
464403,PATIENT INTERV & DRUG DISP
464413,DISEASES AND PHARMACOTHERAPY 3
464414,DISEASES AND PHARMACOTHERAPY 4
464441,PHARMACOEPIDEMIOLOGY 1
464442,PHARMACOECONOMICS 1
464443,PHARM JURISPRUDENCE & ETHICS
464444,RES METHOD IN PHARM CARE
464445,PHARMACY PUBLIC HEALTH
464446,PHAR MANAGEMENT & ADMIN
464481,SEMINAR IN PHARMACY
464491,SENIOR PROJECT IN PHAR CARE 1
464492,PHARM JOB TRAIN DRUG & HOSP
464500,THERAPEUTIC DRUG MONITORING
464501,PHAR INFORM & COUNSELING
464502,NEW DRUGS
464503,SKILL PREP PHARM CARE IN HOSP
464504,MED RISK MGMT & DUE
464505,ADR MONITORING
464506,PHARMACEUTICAL CARE SKILLS
464507,PC IN HIGH RISK PATIENTS
464508,TOT PAREN NUTRI & MED
464509,DIS & PHAR IN SPECIAL POP
464510,PHAR PROD SELECT DRUGSTORE
464541,PHARMACOEPIDEMIOLOGY 2
464542,PHARMACOECONOMICS 2
464543,PHAR CARE INTEGRAT COM
464544,PROM RAT USE OF MED
464545,ADV STAT & CRI APP PHARM RES
464546,ENG COMMUNICATION PHARM
464547,CONSUMER PROTECTION IN HEALTH
464548,DRUG MARKETING ADMINISTRATION
464549,HEALTH TECHNOLOGY ASSESSMENT
464551,COM & IT IN PHARMACY
464552,QUALITATIVE RES PHARM CARE
464582,SEMINAR IN PHARMACY PROFESSSION
464583,SEMINAR IN CLINICAL PHARMACY
464591,SP IN PHAR CARE 2
464620,PC CLERK PTS WITH NUTRITION
464621,PC CLERK FOR CRITICAL PTS
464622,PC CLERK FOR TDM
464623,PC CLERK PTS WITH CHEMOTHERAPY
464631,PC CLERK IN OPC 1
464632,PC CLERK ON IPW 1
464633,PC CLERK IN DRUG SYSTEM MGMT
464634,PC CLERK IN CRA 1
464635,PC CLERK IN CRA 2
464636,PC CLERK IN OPC 2
464637,PC CLERK ON IPW 2
464638,PC CLERK IN PEDIATRIC PTS
464639,PC CLERK IN SURG PTS
464671,PC CLERK IN DRUGSTORE 1
464672,PC CLERK IN DRUGSTORE 2
464673,PC CLERK IN COMMUNITY HEALTH
464674,PC CLERK IN CON HEALTH PRO
465120,PHARMACEUTICAL TECHNOLOGY 1
465200,FUNDAMENTAL OF PHARMACOGNOSY
465221,PHARMACEUTICAL TECHNOLOGY 2
465222,PHARMACEUTICAL TECHNOLOGY 3
465250,BASIC MED ORG CHEM
465301,DRUGS FROM NATURAL ORIGIN
465323,PHARMACEUTICAL TECHNOLOGY 4
465351,PHARM QUALITY CONTROL 1
465352,PHARM QUALITY CONTROL 2
465354,MEDICINAL CHEMISTRY 1
465355,MEDICINAL CHEMISTRY 2
465424,PHARM PRODUCT DEVELOP
465429,EXTEMPORANEOUS PREPARATIONS
465456,MEDICINAL CHEMISTRY 3
465457,PHARMACEUTICAL BIOTECHNOLOGY
465458,ANALYTICAL METHOD DEVELOPMENT
465459,BIOLOGICS AND QUALITY CONTROL
465480,RESMET &STAT ANALY IN PHARM
465490,PHARM SCI RES PROJECT 1
465502,PHYTOCHEMISTRY
465503,NAT PHARM PRODUCTS
465504,HERB INNO FOR COMMER
465505,AROMATIC PLANTS AND SPICES
465506,"EDI, MED, POISO MUSH"
465507,MED PLANT USE IN PUB HEALTH
465508,CHEMI & MOL GEN IDEN MED PLANT
465509,DEVELOP AROMA PRODUCT
465510,AROMATHERAPY
465511,NATURAL HEALTH PRODUCTS
465512,NAT COLOR FOR HEALTH & BEAUTY
465513,TTM FOR HEALTH AND WELLNESS
465521,DRUG SYN & IND
465525,INDUSTRIAL PHARM INSTRU
465526,INDUSTRIAL PHARMACY 1
465527,INDUSTRIAL PHARMACY 2
465528,GENERIC DRUG DEVELOP & REGIST
465529,DRUG SELECT HOSP FORM
465530,COSMETIC PRODUCT DEVELOPMENT 1
465531,COSMETIC PRODUCT DEVELOPMENT 2
465532,CREATIVE THINK INNO
465533,RAW MATERIALS IN COSMETICS
465534,NUTRAC & NUTRICOSMET
465535,BIOSIM & ATMPS
465536,PLANT TISSUE CUL OF MED PLANT
465537,MICRO HEALTH & BEAUTY
465538,HEALTH INFORMATICS
465539,DEV OF INFO SYS FOR PHARM
465540,HEALTH & BEAU PROD ENTRE
465560,COMPREHENSIVE PHARMACOPOEIA
465561,CANNA GENOM & BIOTECHNO
465562,VACCINE TECHNOLOGY
465563,MOL DESIGN AND SIMUL
465564,FOOD SUPPLEMENTS INDUSTRY
465581,SEMINAR IN PS
465591,PHARM SCI RES PROJECT 2
465620,CLERKSHIP IN PD 1
465621,CLERKSHIP IN PD 2
465622,CLERKSHIP IN PD 3
465623,CLERKSHIP IN PD 4
465626,CLERKSHIP IN COSMETICS 1
465627,CLERKSHIP IN COSMETICS 2
465628,CLERKSHIP IN RA 1
465629,CLERKSHIP IN RA 2
465650,CLERKSHIP IN R & D 1
465651,CLERKSHIP IN R & D 2
465652,CLERKSHIP IN R & D 3
465653,CLERKSHIP IN R & D 4
465654,CLERKSHIP IN QC & QA 1
465655,CLERKSHIP IN QC & QA 2
465656,CLERKSHIP IN QC & QA 3
465657,CLERKSHIP IN QC & QA 4
465658,CLERKSHIP IN MARKETING
465659,CLERKSHIP IN DRUGSTORE
465660,CLERKSHIP IN PHCP
465661,CLERKSHIP IN MEDICAL AFFAIRS
466141,PHARMACY PROFESSION
466300,BASIC OF PHARMACEUTICAL CARE
466301,FUND OF BIOPHAR & PHARMACOK
466302,PHARMACOTHERAPY 1
466303,SKILLS IN PHARMACOTHERAPY 1
466304,PHARMACOTHERAPY 2
466305,SKILLS IN PHARMACOTHERAPY 2
466306,PRINCIPLE OF TOXICOLOGY
466340,BIOSTATISTICS FOR PHARMACY
466393,PHARM JOB TRAIN COMMUNITY
466407,PHARMACOTHERAPY 3
466408,SKILLS IN PHARMACOTHERAPY 3
466409,INTEGRATION IN PHARMACY
466410,CLINIC PK & CLINIC PG
466411,PHARMACOTHERAPY 4
466412,PHARMACEUTICAL CARE SKILL
466442,PHARM EPI & DATA ANALYS
466443,PHARMACY LAW AND ETHICS
466444,PHARMACOECONOMICS
466445,HEALTH & DRUG SYSTEM MGMT
466480,RATIONAL DRUG USE SEMINAR
466482,USING DATA FOR DECISION MAKING
466490,PC PROJECT 1
466494,PHARM JOB TRAIN DRUG & HOSP
466513,PC SKILL IN AMBU & COM PHAR
466514,NEW AND CURRENT DRUGS
466515,PC SKILL IN ACUTE CARE
466516,PC FOR PATIENT RECEIV RENAL
466517,RATION PHARM  PRO SELECT
466518,DRUGSTORE ADMINISTRATION
466519,DIGITAL AGE COMMUNITY PHARMACY
466520,PHARM CARE IN COMMUNITY PHARM
466521,TOT PAREN NUTRI & CHEMO
466522,PALLIATIVE PHARMACEUTICAL CARE
466523,PEDIATRIC PHARMACEUTICAL CARE
466524,GERIATRIC PHARMACEUTICAL CARE
466525,PHARM MKT HOR
466547,MMS & HOSPITAL ACCRE
466548,PRIMARY CARE PHARMACY
466549,RES DESIGN IN ECON EVALU
466550,ECON EVALU & BIA
466551,HEALTH MEDIA IN PHAR
466552,COM APPLI FOR PHARM
466553,HEALTH CONSUMER PROTECTION
466555,ENG COMMUNICAT FOR PHAR
466556,PUB & ACAD PRES IN PHARM
466557,VACCINES FOR PHARMACISTS
466581,PHARMACY PROFESSIONAL SEMINAR
466591,PC PROJECT 2
466592,PC PROJECT 3
466600,PC CLERK IN AMBU 1
466601,PC CLERK IN ACUTE 1
466602,PC CLERK IN DRUGSTORE 1
466603,CLERK IN CRA 1
466604,CLERK IN CRA 2
466605,PC CLERK IN ACUTE 2
466606,PC CLERK IN DRUGSTORE 2
466607,PC CLERK IN AMBU 2
466608,PC CLERK FOR TDM
466609,PC CLERK PTS WITH NUTRITION
466611,PC CLERK FOR CRITICAL PTS
466650,PC CLERK IN DRUG SYSTEM MGMT
466651,PC CLERK IN CON HEALTH PROTECT
466652,PC CLERK DIS
466653,PC CLERK IN PEDIATRIC PTS
466654,PC CLERK PTS WITH CHEMO
466655,CLERK IN HEOR
466656,PC CLERK IN INTER
501201,BASIC HEMATOLOGY
501202,LAB PRAC IN BASIC HEMATO
501211,PHOTO FOR MT STUDS
501301,HEMATOLOGY 1
